,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies
1102,3000.0, 36 months,10.78,97.91,B,,MORTGAGE,48650.0,Verified,Dec-2015,Fully Paid,debt_consolidation,10.11,0.0,Sep-1975,675.0,679.0,0.0,12.0,1.0,3158.0,15.8,43.0,Individual,5.0,1.0
3063,12000.0, 36 months,9.8,386.09,B,,RENT,34180.0,Verified,Dec-2015,Fully Paid,debt_consolidation,30.34,0.0,Feb-1998,725.0,729.0,1.0,6.0,0.0,6855.0,69.2,14.0,Individual,0.0,0.0
7456,25000.0, 36 months,7.89,782.15,A,10+ years,OWN,82000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,31.0,0.0,Aug-1989,700.0,704.0,4.0,26.0,0.0,37503.0,45.0,39.0,Individual,1.0,0.0
7965,11200.0, 60 months,13.67,258.7,C,2 years,MORTGAGE,60000.0,Verified,Dec-2015,Fully Paid,home_improvement,21.08,0.0,Jul-1999,675.0,679.0,1.0,9.0,1.0,13761.0,75.2,32.0,Individual,3.0,1.0
3428,25000.0, 36 months,7.91,782.38,A,10+ years,MORTGAGE,151000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,12.49,0.0,Jan-1993,715.0,719.0,0.0,7.0,0.0,19513.0,71.2,18.0,Individual,1.0,0.0
9450,33000.0, 36 months,6.89,1017.29,A,5 years,MORTGAGE,70000.0,Source Verified,Dec-2015,Fully Paid,credit_card,16.27,0.0,Jan-1983,700.0,704.0,0.0,7.0,0.0,31661.0,46.9,18.0,Individual,2.0,0.0
2408,8400.0, 36 months,10.78,274.14,B,3 years,MORTGAGE,70000.0,Verified,Dec-2015,Fully Paid,credit_card,17.4,0.0,Aug-2008,660.0,664.0,2.0,12.0,0.0,7203.0,25.5,34.0,Individual,0.0,0.0
8593,3000.0, 36 months,12.59,100.5,C,2 years,RENT,66650.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,7.26,0.0,Sep-2004,660.0,664.0,0.0,16.0,0.0,12029.0,72.5,33.0,Individual,0.0,0.0
5720,20000.0, 60 months,17.27,499.96,D,4 years,MORTGAGE,65000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,29.21,0.0,Nov-2000,670.0,674.0,2.0,11.0,1.0,3449.0,29.2,41.0,Individual,2.0,1.0
8327,11750.0, 60 months,16.55,289.19,D,7 years,RENT,60000.0,Source Verified,Dec-2015,Charged Off,credit_card,4.86,0.0,Dec-2005,660.0,664.0,0.0,9.0,0.0,5444.0,40.9,15.0,Individual,0.0,0.0
164,23000.0, 36 months,9.8,739.99,B,9 years,MORTGAGE,90247.0,Not Verified,Dec-2015,Fully Paid,credit_card,17.09,0.0,May-2000,680.0,684.0,0.0,11.0,0.0,21039.0,41.3,25.0,Individual,2.0,0.0
4372,9600.0, 36 months,9.17,306.04,B,9 years,RENT,50000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,9.65,0.0,Oct-2000,675.0,679.0,0.0,10.0,0.0,12076.0,78.4,17.0,Individual,0.0,0.0
7242,17000.0, 36 months,9.17,541.95,B,10+ years,MORTGAGE,50000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,11.45,0.0,Sep-1996,670.0,674.0,0.0,8.0,0.0,15723.0,81.9,19.0,Individual,5.0,0.0
6884,5400.0, 36 months,12.88,181.64,C,,RENT,44027.0,Verified,Dec-2015,Charged Off,debt_consolidation,9.38,1.0,Dec-2003,715.0,719.0,3.0,12.0,0.0,11949.0,32.0,21.0,Individual,1.0,0.0
6836,12000.0, 60 months,17.97,304.53,D,9 years,RENT,58000.0,Verified,Dec-2015,Charged Off,debt_consolidation,29.46,0.0,Nov-2003,680.0,684.0,0.0,6.0,0.0,18145.0,78.5,13.0,Individual,0.0,0.0
1994,20850.0, 60 months,15.77,504.49,D,4 years,MORTGAGE,129500.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,34.59,0.0,Jan-2000,720.0,724.0,0.0,14.0,0.0,15560.0,71.1,41.0,Individual,3.0,0.0
9127,5000.0, 36 months,13.18,168.91,C,< 1 year,OWN,50000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,34.18,2.0,Aug-2000,670.0,674.0,0.0,5.0,0.0,1450.0,17.1,8.0,Individual,0.0,0.0
2880,15200.0, 36 months,9.8,489.04,B,5 years,RENT,55000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,16.07,0.0,Sep-2004,730.0,734.0,0.0,6.0,0.0,12475.0,60.6,11.0,Individual,0.0,0.0
4573,12000.0, 36 months,9.8,386.09,B,9 years,RENT,40000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,19.17,0.0,Sep-2001,695.0,699.0,1.0,13.0,0.0,23798.0,50.7,23.0,Individual,0.0,0.0
5069,12900.0, 36 months,17.97,466.18,D,8 years,RENT,38000.0,Source Verified,Dec-2015,Fully Paid,small_business,29.85,0.0,Sep-2001,660.0,664.0,0.0,11.0,0.0,14096.0,87.0,18.0,Individual,0.0,0.0
7336,5000.0, 36 months,11.22,164.22,B,5 years,OWN,75000.0,Not Verified,Dec-2015,Charged Off,home_improvement,12.62,0.0,Nov-2009,675.0,679.0,0.0,13.0,0.0,14381.0,82.0,14.0,Individual,0.0,0.0
1651,27000.0, 36 months,11.99,896.66,C,10+ years,MORTGAGE,85000.0,Verified,Dec-2015,Charged Off,debt_consolidation,17.75,0.0,Jan-2002,710.0,714.0,1.0,9.0,0.0,33105.0,92.5,20.0,Individual,1.0,0.0
9190,4825.0, 36 months,12.59,161.63,C,8 years,OWN,30500.0,Source Verified,Dec-2015,Fully Paid,credit_card,6.65,0.0,Dec-2002,680.0,684.0,3.0,18.0,0.0,4480.0,49.2,35.0,Individual,0.0,0.0
6925,12525.0, 36 months,13.99,428.02,C,10+ years,OWN,33000.0,Verified,Dec-2015,Fully Paid,credit_card,33.09,0.0,Oct-2003,730.0,734.0,0.0,10.0,0.0,10280.0,43.9,15.0,Individual,0.0,0.0
8496,7000.0, 36 months,11.22,229.91,B,4 years,RENT,15700.0,Verified,Dec-2015,Fully Paid,credit_card,20.18,0.0,Sep-2009,675.0,679.0,0.0,6.0,0.0,9615.0,74.5,6.0,Individual,0.0,0.0
3793,25000.0, 36 months,10.78,815.87,B,1 year,RENT,75000.0,Source Verified,Dec-2015,Fully Paid,other,25.07,0.0,Jun-2002,750.0,754.0,0.0,6.0,0.0,6754.0,96.5,12.0,Individual,4.0,0.0
4633,12000.0, 36 months,10.78,391.62,B,10+ years,RENT,63000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,10.08,0.0,Jun-2010,705.0,709.0,1.0,6.0,0.0,13776.0,41.9,7.0,Individual,0.0,0.0
8845,5600.0, 36 months,8.38,176.47,B,6 years,OWN,44000.0,Verified,Dec-2015,Fully Paid,credit_card,20.92,0.0,Sep-2002,685.0,689.0,0.0,8.0,0.0,10416.0,80.1,16.0,Individual,1.0,0.0
6993,9000.0, 36 months,12.59,301.48,C,5 years,RENT,52000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,27.6,1.0,Dec-2000,660.0,664.0,2.0,9.0,1.0,4501.0,15.5,33.0,Individual,5.0,1.0
7610,11900.0, 36 months,18.49,433.15,E,4 years,MORTGAGE,35000.0,Verified,Dec-2015,Fully Paid,home_improvement,37.72,1.0,Aug-2009,665.0,669.0,0.0,11.0,0.0,10824.0,58.5,16.0,Individual,0.0,0.0
838,35000.0, 60 months,11.99,778.38,C,< 1 year,MORTGAGE,148000.0,Source Verified,Dec-2015,Fully Paid,credit_card,13.33,0.0,Nov-1985,735.0,739.0,0.0,11.0,0.0,43397.0,54.0,26.0,Individual,5.0,0.0
1063,12125.0, 36 months,17.97,438.17,D,,OWN,27577.0,Verified,Dec-2015,Fully Paid,debt_consolidation,38.16,0.0,Jun-1989,690.0,694.0,0.0,16.0,0.0,18681.0,73.0,20.0,Individual,0.0,0.0
4288,15000.0, 60 months,13.44,344.69,C,3 years,OWN,53000.0,Not Verified,Dec-2015,Charged Off,credit_card,34.4,0.0,Nov-2005,685.0,689.0,0.0,16.0,0.0,22131.0,57.8,43.0,Individual,1.0,0.0
7849,21000.0, 36 months,9.76,675.25,B,5 years,MORTGAGE,80000.0,Not Verified,Dec-2015,Fully Paid,credit_card,11.24,0.0,Oct-2000,700.0,704.0,0.0,9.0,0.0,13245.0,47.6,15.0,Joint App,2.0,0.0
2301,10200.0, 36 months,6.49,312.58,A,1 year,MORTGAGE,110000.0,Not Verified,Dec-2015,Fully Paid,credit_card,21.44,0.0,May-1994,710.0,714.0,0.0,16.0,0.0,37174.0,50.4,25.0,Individual,3.0,0.0
7330,24000.0, 36 months,5.32,722.76,A,10+ years,MORTGAGE,125000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,24.54,0.0,May-1989,745.0,749.0,0.0,13.0,0.0,72043.0,60.9,27.0,Individual,5.0,0.0
395,17400.0, 60 months,8.49,356.91,B,10+ years,MORTGAGE,175000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,7.04,0.0,Nov-1999,695.0,699.0,0.0,6.0,0.0,3048.0,32.1,18.0,Individual,5.0,0.0
9359,12000.0, 36 months,7.26,371.96,A,10+ years,MORTGAGE,180000.0,Source Verified,Dec-2015,Fully Paid,credit_card,16.03,0.0,Oct-1987,680.0,684.0,0.0,14.0,0.0,104240.0,87.8,34.0,Individual,10.0,0.0
3009,28000.0, 36 months,6.49,858.05,A,10+ years,MORTGAGE,125000.0,Verified,Dec-2015,Fully Paid,credit_card,18.63,1.0,Mar-1985,695.0,699.0,0.0,19.0,0.0,51262.0,68.0,39.0,Individual,4.0,0.0
5522,9000.0, 36 months,7.49,279.92,A,< 1 year,RENT,46344.0,Source Verified,Dec-2015,Fully Paid,credit_card,22.73,2.0,Oct-2002,695.0,699.0,0.0,12.0,0.0,8846.0,39.7,26.0,Individual,1.0,0.0
2382,8000.0, 36 months,9.8,257.39,B,5 years,OWN,65000.0,Not Verified,Dec-2015,Charged Off,home_improvement,34.98,2.0,Dec-1994,660.0,664.0,0.0,28.0,0.0,35481.0,62.0,41.0,Individual,0.0,0.0
8561,8000.0, 36 months,9.76,257.24,B,9 years,RENT,40500.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,30.33,0.0,Nov-2004,705.0,709.0,0.0,8.0,0.0,1520.0,11.1,14.0,Individual,0.0,0.0
6250,15000.0, 36 months,15.77,525.66,D,2 years,RENT,50000.0,Source Verified,Dec-2015,Fully Paid,other,3.41,0.0,Aug-2002,665.0,669.0,2.0,2.0,0.0,1074.0,19.5,7.0,Individual,0.0,0.0
5337,7200.0, 36 months,11.99,239.11,C,< 1 year,RENT,26000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,34.86,0.0,Dec-2006,685.0,689.0,0.0,11.0,0.0,3919.0,70.0,22.0,Individual,0.0,0.0
4142,8000.0, 36 months,11.99,265.68,C,6 years,OWN,22000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,28.92,0.0,Mar-2010,695.0,699.0,0.0,9.0,0.0,17653.0,57.9,9.0,Individual,0.0,0.0
9023,25600.0, 36 months,6.24,781.59,A,< 1 year,RENT,75000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,12.9,1.0,Aug-1986,700.0,704.0,0.0,5.0,0.0,657.0,3.3,18.0,Individual,1.0,0.0
6447,5000.0, 36 months,13.44,169.54,C,6 years,OWN,30000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,35.56,0.0,Dec-2006,695.0,699.0,0.0,12.0,0.0,3294.0,47.7,23.0,Individual,0.0,0.0
4340,10000.0, 36 months,9.17,318.79,B,4 years,RENT,50000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,30.71,0.0,Feb-1997,725.0,729.0,3.0,18.0,0.0,18499.0,33.6,38.0,Individual,0.0,0.0
3673,10000.0, 36 months,5.32,301.15,A,10+ years,MORTGAGE,52800.0,Not Verified,Dec-2015,Fully Paid,credit_card,26.62,0.0,Mar-1999,750.0,754.0,0.0,17.0,0.0,10614.0,18.6,24.0,Individual,1.0,0.0
8878,19275.0, 36 months,11.99,640.12,C,10+ years,MORTGAGE,66685.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,29.62,0.0,Aug-1998,690.0,694.0,0.0,13.0,0.0,22728.0,84.5,28.0,Individual,2.0,0.0
4486,35000.0, 36 months,8.49,1104.71,B,1 year,MORTGAGE,100000.0,Source Verified,Dec-2015,Fully Paid,major_purchase,5.49,0.0,Aug-2006,770.0,774.0,1.0,17.0,0.0,7691.0,6.4,20.0,Individual,0.0,0.0
4433,16000.0, 60 months,15.77,387.14,D,< 1 year,MORTGAGE,65000.0,Source Verified,Dec-2015,Fully Paid,home_improvement,17.95,2.0,Jul-2004,660.0,664.0,0.0,9.0,0.0,10777.0,82.3,23.0,Individual,3.0,0.0
9962,17325.0, 36 months,16.99,617.6,D,6 years,RENT,262000.0,Source Verified,Dec-2015,Fully Paid,other,0.46,1.0,Nov-1999,660.0,664.0,0.0,5.0,0.0,4622.0,45.3,19.0,Individual,3.0,0.0
9522,4800.0, 36 months,13.18,162.15,C,10+ years,MORTGAGE,50000.0,Verified,Dec-2015,Charged Off,debt_consolidation,20.36,0.0,Nov-2005,660.0,664.0,0.0,9.0,0.0,12216.0,56.8,22.0,Individual,1.0,0.0
3536,15800.0, 60 months,10.78,341.8,B,1 year,MORTGAGE,55000.0,Not Verified,Dec-2015,Fully Paid,credit_card,8.43,0.0,Mar-1992,760.0,764.0,2.0,7.0,0.0,17411.0,38.7,19.0,Individual,3.0,0.0
5442,7000.0, 36 months,6.99,216.11,A,5 years,MORTGAGE,80000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,10.86,0.0,Feb-2001,740.0,744.0,0.0,14.0,0.0,16028.0,23.1,31.0,Individual,3.0,0.0
997,30000.0, 36 months,6.99,926.18,A,10+ years,MORTGAGE,202000.0,Not Verified,Dec-2015,Fully Paid,credit_card,11.65,0.0,Apr-1994,730.0,734.0,0.0,6.0,0.0,30349.0,82.2,27.0,Individual,6.0,0.0
3390,24000.0, 60 months,14.85,569.08,C,< 1 year,MORTGAGE,175000.0,Verified,Dec-2015,Charged Off,debt_consolidation,11.38,0.0,Apr-2003,680.0,684.0,1.0,8.0,5.0,9428.0,64.1,20.0,Individual,0.0,0.0
8081,2000.0, 36 months,11.22,65.69,B,10+ years,OWN,40000.0,Verified,Dec-2015,Fully Paid,medical,31.73,0.0,Jan-1998,690.0,694.0,1.0,14.0,0.0,921.0,3.1,25.0,Individual,0.0,0.0
3077,7675.0, 36 months,11.48,253.02,B,2 years,OWN,35000.0,Source Verified,Dec-2015,Charged Off,major_purchase,10.12,0.0,May-2006,765.0,769.0,0.0,10.0,0.0,1934.0,15.2,17.0,Individual,0.0,0.0
2520,11475.0, 60 months,21.48,313.55,E,10+ years,OWN,35000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,36.98,0.0,Oct-1998,660.0,664.0,1.0,22.0,0.0,19112.0,48.8,48.0,Individual,0.0,0.0
305,12700.0, 36 months,17.97,458.95,D,3 years,RENT,32760.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,34.32,0.0,Sep-2004,675.0,679.0,2.0,21.0,0.0,11472.0,38.1,30.0,Individual,0.0,0.0
8583,17825.0, 60 months,15.41,427.91,D,7 years,MORTGAGE,54000.0,Not Verified,Dec-2015,Late (31-120 days),debt_consolidation,24.71,0.0,May-2001,725.0,729.0,0.0,9.0,0.0,18003.0,42.5,25.0,Individual,5.0,0.0
6907,21575.0, 60 months,16.59,531.45,D,6 years,MORTGAGE,52000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,10.76,0.0,Apr-2003,710.0,714.0,1.0,17.0,0.0,8117.0,27.6,27.0,Individual,1.0,0.0
5462,6000.0, 36 months,11.48,197.8,B,,RENT,42000.0,Source Verified,Dec-2015,Charged Off,credit_card,12.31,0.0,Aug-2000,660.0,664.0,0.0,10.0,0.0,8482.0,74.4,28.0,Individual,0.0,0.0
5379,7000.0, 36 months,12.88,235.46,C,10+ years,MORTGAGE,80000.0,Not Verified,Dec-2015,Fully Paid,major_purchase,33.62,0.0,May-1993,690.0,694.0,1.0,24.0,0.0,28739.0,54.4,51.0,Individual,6.0,0.0
6095,8650.0, 36 months,17.97,312.59,D,3 years,RENT,60000.0,Verified,Dec-2015,Charged Off,debt_consolidation,17.66,0.0,Jun-2007,700.0,704.0,2.0,12.0,0.0,4018.0,14.9,21.0,Individual,0.0,0.0
1379,20000.0, 36 months,9.17,637.58,B,10+ years,MORTGAGE,125000.0,Source Verified,Dec-2015,Fully Paid,credit_card,21.53,1.0,Sep-1993,660.0,664.0,0.0,16.0,0.0,22392.0,34.9,36.0,Individual,5.0,0.0
1,24700.0, 36 months,11.99,820.28,C,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2015,Fully Paid,small_business,16.06,1.0,Dec-1999,715.0,719.0,4.0,22.0,0.0,21470.0,19.2,38.0,Individual,4.0,0.0
990,15000.0, 36 months,10.78,489.52,B,10+ years,MORTGAGE,200000.0,Source Verified,Dec-2015,Charged Off,credit_card,13.57,0.0,Jul-2000,710.0,714.0,2.0,22.0,0.0,47098.0,55.9,71.0,Individual,6.0,0.0
2841,14225.0, 60 months,17.97,360.99,D,< 1 year,OWN,35600.0,Verified,Dec-2015,Charged Off,debt_consolidation,24.24,0.0,Sep-2009,670.0,674.0,0.0,11.0,0.0,11771.0,75.9,15.0,Individual,0.0,0.0
1547,5750.0, 36 months,15.77,201.51,D,4 years,RENT,65000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,14.32,0.0,Aug-1998,670.0,674.0,1.0,17.0,1.0,5099.0,43.6,35.0,Individual,6.0,1.0
1021,1000.0, 36 months,13.44,33.91,C,10+ years,RENT,50000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,3.07,1.0,Oct-1996,660.0,664.0,0.0,5.0,0.0,1846.0,29.8,24.0,Individual,2.0,0.0
1335,2800.0, 36 months,9.17,89.27,B,3 years,RENT,52000.0,Not Verified,Dec-2015,Fully Paid,car,3.76,7.0,Nov-2001,710.0,714.0,0.0,11.0,0.0,5947.0,15.9,29.0,Individual,0.0,0.0
1030,8000.0, 36 months,9.8,257.39,B,7 years,RENT,26000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,5.68,0.0,Nov-2004,710.0,714.0,0.0,3.0,0.0,6217.0,66.8,6.0,Individual,0.0,0.0
5657,19200.0, 36 months,5.32,578.21,A,9 years,MORTGAGE,60000.0,Source Verified,Dec-2015,Fully Paid,credit_card,26.36,0.0,Oct-2005,685.0,689.0,0.0,12.0,0.0,27471.0,64.2,25.0,Individual,1.0,0.0
5022,9600.0, 36 months,10.78,313.3,B,10+ years,MORTGAGE,110000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,34.79,0.0,Jan-2003,670.0,674.0,1.0,22.0,0.0,46299.0,80.7,41.0,Individual,2.0,0.0
8873,26750.0, 60 months,10.64,576.82,B,6 years,MORTGAGE,99732.0,Source Verified,Dec-2015,Fully Paid,credit_card,30.83,0.0,Apr-1999,690.0,694.0,0.0,17.0,0.0,17570.0,60.2,48.0,Individual,2.0,0.0
2706,26600.0, 60 months,19.48,697.07,E,9 years,MORTGAGE,65000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,51.2,0.0,Dec-1995,685.0,689.0,1.0,18.0,0.0,36896.0,94.1,43.0,Joint App,3.0,0.0
7741,8000.0, 36 months,10.64,260.55,B,10+ years,MORTGAGE,59000.0,Source Verified,Dec-2015,Fully Paid,home_improvement,17.88,0.0,Jan-1988,660.0,664.0,0.0,10.0,2.0,5315.0,32.8,27.0,Individual,0.0,1.0
2,20000.0, 60 months,10.78,432.66,B,10+ years,MORTGAGE,63000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,10.78,0.0,Aug-2000,695.0,699.0,0.0,6.0,0.0,7869.0,56.2,18.0,Joint App,5.0,0.0
3471,25000.0, 36 months,11.48,824.17,B,10+ years,MORTGAGE,110000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,14.3,3.0,Mar-1995,710.0,714.0,0.0,11.0,0.0,8355.0,34.7,20.0,Individual,4.0,0.0
873,10500.0, 60 months,18.49,269.44,D,8 years,MORTGAGE,47000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,29.55,0.0,Feb-2005,685.0,689.0,0.0,10.0,0.0,7634.0,68.8,18.0,Individual,1.0,0.0
6280,18000.0, 36 months,14.85,622.66,C,3 years,RENT,76000.0,Source Verified,Dec-2015,Fully Paid,credit_card,25.97,0.0,Jun-2002,660.0,664.0,1.0,9.0,1.0,18385.0,48.0,21.0,Individual,0.0,1.0
7431,35000.0, 36 months,10.64,1139.9,B,10+ years,MORTGAGE,400000.0,Source Verified,Dec-2015,Fully Paid,home_improvement,0.57,2.0,Jul-1999,720.0,724.0,0.0,9.0,0.0,13979.0,20.4,20.0,Individual,4.0,0.0
8511,15000.0, 60 months,13.18,342.68,C,1 year,MORTGAGE,82000.0,Source Verified,Dec-2015,Fully Paid,credit_card,14.03,0.0,Jun-1997,740.0,744.0,1.0,22.0,0.0,12727.0,18.7,35.0,Individual,3.0,0.0
2722,7025.0, 36 months,14.85,243.01,C,10+ years,OWN,23427.0,Verified,Dec-2015,Fully Paid,other,20.65,1.0,Mar-1993,670.0,674.0,0.0,5.0,0.0,4393.0,56.3,10.0,Individual,0.0,0.0
8957,6000.0, 36 months,11.99,199.26,C,10+ years,MORTGAGE,71000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,26.67,3.0,Mar-2005,675.0,679.0,2.0,10.0,0.0,9049.0,78.0,35.0,Individual,1.0,0.0
9142,10000.0, 36 months,9.76,321.55,B,3 years,RENT,60000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,24.68,0.0,Jul-2008,690.0,694.0,0.0,18.0,0.0,22715.0,67.6,21.0,Individual,0.0,0.0
7123,5000.0, 36 months,7.89,156.43,A,10+ years,RENT,47840.0,Not Verified,Dec-2015,Fully Paid,other,27.37,0.0,Dec-1995,745.0,749.0,1.0,9.0,0.0,1958.0,12.2,21.0,Individual,0.0,0.0
9267,14000.0, 36 months,13.18,472.94,C,7 years,RENT,131016.44,Verified,Dec-2015,Fully Paid,debt_consolidation,7.18,0.0,Nov-1998,660.0,664.0,1.0,5.0,1.0,9151.0,94.3,7.0,Individual,0.0,0.0
2430,7200.0, 36 months,9.17,229.53,B,3 years,OWN,85000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,14.57,0.0,May-1989,755.0,759.0,0.0,8.0,0.0,9326.0,37.2,16.0,Individual,0.0,0.0
7658,28000.0, 36 months,7.89,876.0,A,10+ years,MORTGAGE,200000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,30.05,0.0,Mar-1995,720.0,724.0,0.0,10.0,0.0,83841.0,54.9,35.0,Individual,4.0,0.0
2558,21000.0, 60 months,19.48,550.32,E,10+ years,MORTGAGE,133308.0,Verified,Dec-2015,Fully Paid,credit_card,24.17,0.0,Oct-1996,715.0,719.0,4.0,27.0,0.0,45924.0,68.6,48.0,Individual,5.0,0.0
5539,8225.0, 36 months,14.85,284.52,C,10+ years,MORTGAGE,54000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,38.98,0.0,Mar-2004,705.0,709.0,2.0,13.0,0.0,12338.0,54.1,29.0,Individual,4.0,0.0
7399,12500.0, 36 months,6.24,381.64,A,6 years,MORTGAGE,80000.0,Not Verified,Dec-2015,Fully Paid,credit_card,23.28,0.0,Aug-1986,695.0,699.0,1.0,12.0,1.0,12809.0,32.5,41.0,Individual,2.0,1.0
2113,21000.0, 60 months,9.17,437.67,B,1 year,RENT,82000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,15.1,0.0,May-1994,710.0,714.0,0.0,12.0,0.0,15657.0,34.0,23.0,Individual,0.0,0.0
1525,10000.0, 36 months,7.91,312.95,A,7 years,MORTGAGE,105000.0,Verified,Dec-2015,Charged Off,debt_consolidation,13.11,0.0,Dec-2009,705.0,709.0,0.0,8.0,0.0,29077.0,82.1,11.0,Individual,2.0,0.0
6463,35000.0, 36 months,7.91,1095.33,A,2 years,MORTGAGE,140000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,0.99,0.0,Jan-2004,815.0,819.0,0.0,12.0,0.0,3407.0,5.5,21.0,Individual,3.0,0.0
7371,23000.0, 60 months,18.2,586.56,E,6 years,OWN,50000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,19.59,1.0,Nov-2002,700.0,704.0,0.0,6.0,0.0,7630.0,35.2,42.0,Individual,5.0,0.0
7387,8000.0, 36 months,7.89,250.29,A,10+ years,MORTGAGE,90620.0,Not Verified,Dec-2015,Fully Paid,home_improvement,33.58,0.0,Apr-1992,680.0,684.0,0.0,18.0,0.0,27933.0,65.1,56.0,Individual,3.0,0.0
2788,10200.0, 60 months,14.85,241.86,C,6 years,MORTGAGE,37500.0,Not Verified,Dec-2015,Late (31-120 days),debt_consolidation,17.92,2.0,Jul-1997,680.0,684.0,0.0,36.0,0.0,5382.0,44.8,57.0,Individual,3.0,0.0
5016,15000.0, 36 months,11.48,494.5,B,,MORTGAGE,45000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,19.41,0.0,Sep-1962,710.0,714.0,1.0,11.0,0.0,13776.0,56.7,27.0,Individual,2.0,0.0
301,10000.0, 36 months,12.88,336.37,C,10+ years,MORTGAGE,65000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,14.73,0.0,Dec-2003,670.0,674.0,0.0,11.0,1.0,8358.0,48.3,22.0,Individual,1.0,1.0
5316,5000.0, 36 months,12.88,168.19,C,,RENT,36000.0,Source Verified,Dec-2015,Fully Paid,other,16.63,0.0,Feb-1994,695.0,699.0,0.0,5.0,0.0,1313.0,14.6,18.0,Individual,2.0,0.0
1068,12000.0, 60 months,13.44,275.75,C,8 years,MORTGAGE,55000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,15.75,1.0,Aug-2003,690.0,694.0,1.0,6.0,0.0,14675.0,44.3,15.0,Individual,1.0,0.0
3922,12000.0, 60 months,14.85,284.54,C,6 years,RENT,52500.0,Verified,Dec-2015,Charged Off,debt_consolidation,31.25,0.0,Dec-2003,660.0,664.0,1.0,9.0,2.0,4717.0,44.5,24.0,Individual,2.0,2.0
5688,11200.0, 36 months,10.78,365.51,B,2 years,MORTGAGE,60000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,9.14,1.0,Aug-1991,720.0,724.0,1.0,16.0,0.0,8247.0,18.3,24.0,Individual,2.0,0.0
8959,4000.0, 36 months,9.17,127.52,B,1 year,RENT,60000.0,Verified,Dec-2015,Fully Paid,credit_card,8.92,1.0,Oct-2004,665.0,669.0,1.0,13.0,0.0,6347.0,78.4,29.0,Individual,0.0,0.0
4659,21625.0, 60 months,24.24,625.13,F,6 years,MORTGAGE,80000.0,Verified,Dec-2015,Fully Paid,credit_card,29.84,0.0,Jan-2003,685.0,689.0,4.0,18.0,0.0,20696.0,44.0,60.0,Individual,1.0,0.0
9147,20000.0, 36 months,7.89,625.72,A,< 1 year,MORTGAGE,90000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,29.2,1.0,Nov-1995,715.0,719.0,2.0,14.0,0.0,26735.0,62.6,27.0,Individual,1.0,0.0
